Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Homicidio y sus formas;Extremadura;2023;0
Homicidio y sus formas;Extremadura;2022;2
Homicidio y sus formas;Extremadura;2021;1
Homicidio y sus formas;Extremadura;2020;1
Homicidio y sus formas;Extremadura;2019;0
Homicidio y sus formas;Extremadura;2018;0
Homicidio y sus formas;Extremadura;2017;3
Homicidio y sus formas;Extremadura;2016;1
Homicidio y sus formas;Extremadura;2015;0
Homicidio y sus formas;Extremadura;2014;0
Homicidio y sus formas;Extremadura;2013;0
Homicidio y sus formas;Extremadura;2012;1
Homicidio y sus formas;Extremadura;2011;1
Homicidio y sus formas;Galicia;2023;8
Homicidio y sus formas;Galicia;2022;5
Homicidio y sus formas;Galicia;2021;2
Homicidio y sus formas;Galicia;2020;6
Homicidio y sus formas;Galicia;2019;4
Homicidio y sus formas;Galicia;2018;6
Homicidio y sus formas;Galicia;2017;5
Homicidio y sus formas;Galicia;2016;8
Homicidio y sus formas;Galicia;2015;6
Homicidio y sus formas;Galicia;2014;7
Homicidio y sus formas;Galicia;2013;5
Homicidio y sus formas;Galicia;2012;1
Homicidio y sus formas;Galicia;2011;1
Homicidio y sus formas;Madrid, Comunidad de;2023;17
Homicidio y sus formas;Madrid, Comunidad de;2022;11
Homicidio y sus formas;Madrid, Comunidad de;2021;9
Homicidio y sus formas;Madrid, Comunidad de;2020;9
Homicidio y sus formas;Madrid, Comunidad de;2019;8
Homicidio y sus formas;Madrid, Comunidad de;2018;8
Homicidio y sus formas;Madrid, Comunidad de;2017;17
Homicidio y sus formas;Madrid, Comunidad de;2016;8
Homicidio y sus formas;Madrid, Comunidad de;2015;5
Homicidio y sus formas;Madrid, Comunidad de;2014;15
Homicidio y sus formas;Madrid, Comunidad de;2013;14
Homicidio y sus formas;Madrid, Comunidad de;2012;10
Homicidio y sus formas;Madrid, Comunidad de;2011;12
Homicidio y sus formas;Murcia, Región de;2023;6
Homicidio y sus formas;Murcia, Región de;2022;4
Homicidio y sus formas;Murcia, Región de;2021;0
Homicidio y sus formas;Murcia, Región de;2020;6
Homicidio y sus formas;Murcia, Región de;2019;4
Homicidio y sus formas;Murcia, Región de;2018;2
Homicidio y sus formas;Murcia, Región de;2017;2
Homicidio y sus formas;Murcia, Región de;2016;2
Homicidio y sus formas;Murcia, Región de;2015;1
Homicidio y sus formas;Murcia, Región de;2014;3
Homicidio y sus formas;Murcia, Región de;2013;1
Homicidio y sus formas;Murcia, Región de;2012;6
Homicidio y sus formas;Murcia, Región de;2011;3
Homicidio y sus formas;Navarra, Comunidad Foral de;2023;2
Homicidio y sus formas;Navarra, Comunidad Foral de;2022;2
Homicidio y sus formas;Navarra, Comunidad Foral de;2021;5
Homicidio y sus formas;Navarra, Comunidad Foral de;2020;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2019;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2018;2
Homicidio y sus formas;Navarra, Comunidad Foral de;2017;2
Homicidio y sus formas;Navarra, Comunidad Foral de;2016;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2015;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2014;1
Homicidio y sus formas;Navarra, Comunidad Foral de;2013;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2012;0
Homicidio y sus formas;Navarra, Comunidad Foral de;2011;2
Homicidio y sus formas;País Vasco;2023;1
Homicidio y sus formas;País Vasco;2022;5
Homicidio y sus formas;País Vasco;2021;0
Homicidio y sus formas;País Vasco;2020;3
Homicidio y sus formas;País Vasco;2019;2
Homicidio y sus formas;País Vasco;2018;5
Homicidio y sus formas;País Vasco;2017;2
Homicidio y sus formas;País Vasco;2016;2
Homicidio y sus formas;País Vasco;2015;6
Homicidio y sus formas;País Vasco;2014;4
Homicidio y sus formas;País Vasco;2013;2
Homicidio y sus formas;País Vasco;2012;0
Homicidio y sus formas;País Vasco;2011;1
Homicidio y sus formas;Rioja, La;2023;1
Homicidio y sus formas;Rioja, La;2022;0
Homicidio y sus formas;Rioja, La;2021;0
Homicidio y sus formas;Rioja, La;2020;0
Homicidio y sus formas;Rioja, La;2019;1
Homicidio y sus formas;Rioja, La;2018;0
Homicidio y sus formas;Rioja, La;2017;0
Homicidio y sus formas;Rioja, La;2016;0
Homicidio y sus formas;Rioja, La;2015;0
Homicidio y sus formas;Rioja, La;2014;0
Homicidio y sus formas;Rioja, La;2013;0
Homicidio y sus formas;Rioja, La;2012;0
Homicidio y sus formas;Rioja, La;2011;0
Homicidio y sus formas;Ceuta;2023;0
Homicidio y sus formas;Ceuta;2022;1
Homicidio y sus formas;Ceuta;2021;0
Homicidio y sus formas;Ceuta;2020;0
Homicidio y sus formas;Ceuta;2019;0
Homicidio y sus formas;Ceuta;2018;0
Homicidio y sus formas;Ceuta;2017;0
Homicidio y sus formas;Ceuta;2016;0
Homicidio y sus formas;Ceuta;2015;0
Homicidio y sus formas;Ceuta;2014;0
Homicidio y sus formas;Ceuta;2013;0
Homicidio y sus formas;Ceuta;2012;0
Homicidio y sus formas;Ceuta;2011;0
Homicidio y sus formas;Melilla;2023;0
Homicidio y sus formas;Melilla;2022;0
Homicidio y sus formas;Melilla;2021;1
Homicidio y sus formas;Melilla;2020;0
Homicidio y sus formas;Melilla;2019;0
Homicidio y sus formas;Melilla;2018;0
Homicidio y sus formas;Melilla;2017;0
Homicidio y sus formas;Melilla;2016;0
Homicidio y sus formas;Melilla;2015;0
Homicidio y sus formas;Melilla;2014;1
Homicidio y sus formas;Melilla;2013;0
Homicidio y sus formas;Melilla;2012;0
Homicidio y sus formas;Melilla;2011;0
Lesiones;Total Nacional;2023;23.398
Lesiones;Total Nacional;2022;20.397
Lesiones;Total Nacional;2021;17.865
Lesiones;Total Nacional;2020;17.799
Lesiones;Total Nacional;2019;19.651
Lesiones;Total Nacional;2018;18.964
Lesiones;Total Nacional;2017;17.249
Lesiones;Total Nacional;2016;16.630
Lesiones;Total Nacional;2015;16.574
Lesiones;Total Nacional;2014;16.434
Lesiones;Total Nacional;2013;16.357
Lesiones;Total Nacional;2012;17.070
Lesiones;Total Nacional;2011;18.149
Lesiones;Andalucía;2023;5.199
Lesiones;Andalucía;2022;4.615
Lesiones;Andalucía;2021;4.005
Lesiones;Andalucía;2020;3.983
Lesiones;Andalucía;2019;4.285
Lesiones;Andalucía;2018;4.277
Lesiones;Andalucía;2017;4.174
Lesiones;Andalucía;2016;3.982
Lesiones;Andalucía;2015;4.117
Lesiones;Andalucía;2014;3.967
Lesiones;Andalucía;2013;3.818
Lesiones;Andalucía;2012;3.888
Lesiones;Andalucía;2011;4.062
Lesiones;Aragón;2023;695
Lesiones;Aragón;2022;605
Lesiones;Aragón;2021;498
Lesiones;Aragón;2020;484
Lesiones;Aragón;2019;515
Lesiones;Aragón;2018;460
Lesiones;Aragón;2017;455
Lesiones;Aragón;2016;504
Lesiones;Aragón;2015;434
Lesiones;Aragón;2014;469
Lesiones;Aragón;2013;400
Lesiones;Aragón;2012;416
Lesiones;Aragón;2011;471
Lesiones;Asturias, Principado de;2023;456
Lesiones;Asturias, Principado de;2022;441
Lesiones;Asturias, Principado de;2021;341
Lesiones;Asturias, Principado de;2020;417
Lesiones;Asturias, Principado de;2019;404
Lesiones;Asturias, Principado de;2018;399
Lesiones;Asturias, Principado de;2017;388
Lesiones;Asturias, Principado de;2016;391
Lesiones;Asturias, Principado de;2015;290
Lesiones;Asturias, Principado de;2014;344
Lesiones;Asturias, Principado de;2013;312
Lesiones;Asturias, Principado de;2012;269
Lesiones;Asturias, Principado de;2011;380
Lesiones;Balears, Illes;2023;909
Lesiones;Balears, Illes;2022;775
Lesiones;Balears, Illes;2021;573
Lesiones;Balears, Illes;2020;590
Lesiones;Balears, Illes;2019;735
Lesiones;Balears, Illes;2018;584
Lesiones;Balears, Illes;2017;511
Lesiones;Balears, Illes;2016;468
Lesiones;Balears, Illes;2015;466
Lesiones;Balears, Illes;2014;512
Lesiones;Balears, Illes;2013;510
Lesiones;Balears, Illes;2012;428
Lesiones;Balears, Illes;2011;485
Lesiones;Canarias;2023;1.555
Lesiones;Canarias;2022;1.147
Lesiones;Canarias;2021;869
Lesiones;Canarias;2020;940
Lesiones;Canarias;2019;977
Lesiones;Canarias;2018;917
Lesiones;Canarias;2017;637
Lesiones;Canarias;2016;654
Lesiones;Canarias;2015;609
Lesiones;Canarias;2014;659
Lesiones;Canarias;2013;769
Lesiones;Canarias;2012;794
Lesiones;Canarias;2011;798
Lesiones;Cantabria;2023;440
Lesiones;Cantabria;2022;347
Lesiones;Cantabria;2021;291
Lesiones;Cantabria;2020;241
Lesiones;Cantabria;2019;273
Lesiones;Cantabria;2018;302
Lesiones;Cantabria;2017;244
Lesiones;Cantabria;2016;238
Lesiones;Cantabria;2015;242
Lesiones;Cantabria;2014;211
Lesiones;Cantabria;2013;201
Lesiones;Cantabria;2012;192
Lesiones;Cantabria;2011;254
Lesiones;Castilla y León;2023;1.236
Lesiones;Castilla y León;2022;1.014
Lesiones;Castilla y León;2021;1.029
Lesiones;Castilla y León;2020;999
Lesiones;Castilla y León;2019;946
Lesiones;Castilla y León;2018;928
Lesiones;Castilla y León;2017;921
Lesiones;Castilla y León;2016;849
Lesiones;Castilla y León;2015;940
Lesiones;Castilla y León;2014;996
Lesiones;Castilla y León;2013;955
Lesiones;Castilla y León;2012;994
Lesiones;Castilla y León;2011;1.005
Lesiones;Castilla - La Mancha;2023;1.124
Lesiones;Castilla - La Mancha;2022;1.003
Lesiones;Castilla - La Mancha;2021;945
Lesiones;Castilla - La Mancha;2020;894
Lesiones;Castilla - La Mancha;2019;1.013
Lesiones;Castilla - La Mancha;2018;942
Lesiones;Castilla - La Mancha;2017;836
Lesiones;Castilla - La Mancha;2016;891
Lesiones;Castilla - La Mancha;2015;948
Lesiones;Castilla - La Mancha;2014;950
Lesiones;Castilla - La Mancha;2013;964
Lesiones;Castilla - La Mancha;2012;1.051
Lesiones;Castilla - La Mancha;2011;1.090
Lesiones;Cataluña;2023;2.097
Lesiones;Cataluña;2022;1.870
Lesiones;Cataluña;2021;1.583
Lesiones;Cataluña;2020;1.686
Lesiones;Cataluña;2019;1.973
Lesiones;Cataluña;2018;1.845
Lesiones;Cataluña;2017;1.572
Lesiones;Cataluña;2016;1.446
Lesiones;Cataluña;2015;1.411
Lesiones;Cataluña;2014;1.286
Lesiones;Cataluña;2013;1.361
Lesiones;Cataluña;2012;1.614
Lesiones;Cataluña;2011;1.782
Lesiones;Comunitat Valenciana;2023;3.582
Lesiones;Comunitat Valenciana;2022;3.307
Lesiones;Comunitat Valenciana;2021;2.785
Lesiones;Comunitat Valenciana;2020;2.777
Lesiones;Comunitat Valenciana;2019;2.941
Lesiones;Comunitat Valenciana;2018;2.740
Lesiones;Comunitat Valenciana;2017;2.336
Lesiones;Comunitat Valenciana;2016;2.251
Lesiones;Comunitat Valenciana;2015;2.436
Lesiones;Comunitat Valenciana;2014;2.263
Lesiones;Comunitat Valenciana;2013;2.153
Lesiones;Comunitat Valenciana;2012;2.319
Lesiones;Comunitat Valenciana;2011;2.328
Lesiones;Extremadura;2023;589
Lesiones;Extremadura;2022;435
Lesiones;Extremadura;2021;325
Lesiones;Extremadura;2020;295
Lesiones;Extremadura;2019;375
Lesiones;Extremadura;2018;363
Lesiones;Extremadura;2017;401
Lesiones;Extremadura;2016;403
Lesiones;Extremadura;2015;419
Lesiones;Extremadura;2014;443
Lesiones;Extremadura;2013;451
Lesiones;Extremadura;2012;436
Lesiones;Extremadura;2011;442
Lesiones;Galicia;2023;934
Lesiones;Galicia;2022;837
Lesiones;Galicia;2021;726
Lesiones;Galicia;2020;707
Lesiones;Galicia;2019;853
Lesiones;Galicia;2018;805
Lesiones;Galicia;2017;792
Lesiones;Galicia;2016;796
Lesiones;Galicia;2015;786
Lesiones;Galicia;2014;810
Lesiones;Galicia;2013;884
Lesiones;Galicia;2012;793
Lesiones;Galicia;2011;813
Lesiones;Madrid, Comunidad de;2023;2.240
Lesiones;Madrid, Comunidad de;2022;1.972
Lesiones;Madrid, Comunidad de;2021;2.002
Lesiones;Madrid, Comunidad de;2020;2.006
Lesiones;Madrid, Comunidad de;2019;2.311
Lesiones;Madrid, Comunidad de;2018;2.343
Lesiones;Madrid, Comunidad de;2017;2.237
Lesiones;Madrid, Comunidad de;2016;1.927
Lesiones;Madrid, Comunidad de;2015;1.776
Lesiones;Madrid, Comunidad de;2014;1.877
Lesiones;Madrid, Comunidad de;2013;1.922
Lesiones;Madrid, Comunidad de;2012;2.201
Lesiones;Madrid, Comunidad de;2011;2.470
Lesiones;Murcia, Región de;2023;1.134
Lesiones;Murcia, Región de;2022;942
Lesiones;Murcia, Región de;2021;914
Lesiones;Murcia, Región de;2020;850
Lesiones;Murcia, Región de;2019;920
Lesiones;Murcia, Región de;2018;887
Lesiones;Murcia, Región de;2017;745
Lesiones;Murcia, Región de;2016;782
Lesiones;Murcia, Región de;2015;746
Lesiones;Murcia, Región de;2014;726
Lesiones;Murcia, Región de;2013;731
Lesiones;Murcia, Región de;2012;704
Lesiones;Murcia, Región de;2011;762
Lesiones;Navarra, Comunidad Foral de;2023;264
Lesiones;Navarra, Comunidad Foral de;2022;235
Lesiones;Navarra, Comunidad Foral de;2021;186
Lesiones;Navarra, Comunidad Foral de;2020;173
Lesiones;Navarra, Comunidad Foral de;2019;215
Lesiones;Navarra, Comunidad Foral de;2018;222
Lesiones;Navarra, Comunidad Foral de;2017;213
Lesiones;Navarra, Comunidad Foral de;2016;273
Lesiones;Navarra, Comunidad Foral de;2015;267
Lesiones;Navarra, Comunidad Foral de;2014;218
Lesiones;Navarra, Comunidad Foral de;2013;211
Lesiones;Navarra, Comunidad Foral de;2012;192
Lesiones;Navarra, Comunidad Foral de;2011;235
Lesiones;País Vasco;2023;418
Lesiones;País Vasco;2022;522
Lesiones;País Vasco;2021;491
Lesiones;País Vasco;2020;468
Lesiones;País Vasco;2019;607
Lesiones;País Vasco;2018;614
Lesiones;País Vasco;2017;536
Lesiones;País Vasco;2016;531
Lesiones;País Vasco;2015;455
Lesiones;País Vasco;2014;502
Lesiones;País Vasco;2013;532
Lesiones;País Vasco;2012;604
Lesiones;País Vasco;2011;600
Lesiones;Rioja, La;2023;349
Lesiones;Rioja, La;2022;217
Lesiones;Rioja, La;2021;225
Lesiones;Rioja, La;2020;206
Lesiones;Rioja, La;2019;211
Lesiones;Rioja, La;2018;242
Lesiones;Rioja, La;2017;150
Lesiones;Rioja, La;2016;141
Lesiones;Rioja, La;2015;127
Lesiones;Rioja, La;2014;128
Lesiones;Rioja, La;2013;103
Lesiones;Rioja, La;2012;121
Lesiones;Rioja, La;2011;105
Lesiones;Ceuta;2023;66
Lesiones;Ceuta;2022;47
Lesiones;Ceuta;2021;49
Lesiones;Ceuta;2020;37
Lesiones;Ceuta;2019;40
Lesiones;Ceuta;2018;48
Lesiones;Ceuta;2017;53
Lesiones;Ceuta;2016;78
Lesiones;Ceuta;2015;40
Lesiones;Ceuta;2014;34
Lesiones;Ceuta;2013;43
Lesiones;Ceuta;2012;16
Lesiones;Ceuta;2011;27
Lesiones;Melilla;2023;111
Lesiones;Melilla;2022;66
Lesiones;Melilla;2021;28
Lesiones;Melilla;2020;46
Lesiones;Melilla;2019;57
Lesiones;Melilla;2018;46
Lesiones;Melilla;2017;48
Lesiones;Melilla;2016;25
Lesiones;Melilla;2015;65
Lesiones;Melilla;2014;39
Lesiones;Melilla;2013;37
Lesiones;Melilla;2012;38
Lesiones;Melilla;2011;40
Detenciones ilegales y secuestro;Total Nacional;2023;55
Detenciones ilegales y secuestro;Total Nacional;2022;35
Detenciones ilegales y secuestro;Total Nacional;2021;35
Detenciones ilegales y secuestro;Total Nacional;2020;26
Detenciones ilegales y secuestro;Total Nacional;2019;29
Detenciones ilegales y secuestro;Total Nacional;2018;32
Detenciones ilegales y secuestro;Total Nacional;2017;29
Detenciones ilegales y secuestro;Total Nacional;2016;37
Detenciones ilegales y secuestro;Total Nacional;2015;21
Detenciones ilegales y secuestro;Total Nacional;2014;27
Detenciones ilegales y secuestro;Total Nacional;2013;29
Detenciones ilegales y secuestro;Total Nacional;2012;25
Detenciones ilegales y secuestro;Total Nacional;2011;32
Detenciones ilegales y secuestro;Andalucía;2023;6
Detenciones ilegales y secuestro;Andalucía;2022;8
Detenciones ilegales y secuestro;Andalucía;2021;4
Detenciones ilegales y secuestro;Andalucía;2020;6
Detenciones ilegales y secuestro;Andalucía;2019;10
Detenciones ilegales y secuestro;Andalucía;2018;9
Detenciones ilegales y secuestro;Andalucía;2017;4
Detenciones ilegales y secuestro;Andalucía;2016;11
Detenciones ilegales y secuestro;Andalucía;2015;8
Detenciones ilegales y secuestro;Andalucía;2014;4
Detenciones ilegales y secuestro;Andalucía;2013;5
Detenciones ilegales y secuestro;Andalucía;2012;8
Detenciones ilegales y secuestro;Andalucía;2011;6
Detenciones ilegales y secuestro;Aragón;2023;0
Detenciones ilegales y secuestro;Aragón;2022;2
Detenciones ilegales y secuestro;Aragón;2021;1
Detenciones ilegales y secuestro;Aragón;2020;1
Detenciones ilegales y secuestro;Aragón;2019;1
Detenciones ilegales y secuestro;Aragón;2018;0
Detenciones ilegales y secuestro;Aragón;2017;0
Detenciones ilegales y secuestro;Aragón;2016;1
Detenciones ilegales y secuestro;Aragón;2015;0
Detenciones ilegales y secuestro;Aragón;2014;1
Detenciones ilegales y secuestro;Aragón;2013;0
Detenciones ilegales y secuestro;Aragón;2012;1
Detenciones ilegales y secuestro;Aragón;2011;0
Detenciones ilegales y secuestro;Asturias, Principado de;2023;1
Detenciones ilegales y secuestro;Asturias, Principado de;2022;2
Detenciones ilegales y secuestro;Asturias, Principado de;2021;0
Detenciones ilegales y secuestro;Asturias, Principado de;2020;1
Detenciones ilegales y secuestro;Asturias, Principado de;2019;0
Detenciones ilegales y secuestro;Asturias, Principado de;2018;1
Detenciones ilegales y secuestro;Asturias, Principado de;2017;2
Detenciones ilegales y secuestro;Asturias, Principado de;2016;1
Detenciones ilegales y secuestro;Asturias, Principado de;2015;0
Detenciones ilegales y secuestro;Asturias, Principado de;2014;1
Detenciones ilegales y secuestro;Asturias, Principado de;2013;3
Detenciones ilegales y secuestro;Asturias, Principado de;2012;0
Detenciones ilegales y secuestro;Asturias, Principado de;2011;1
Detenciones ilegales y secuestro;Balears, Illes;2023;1
Detenciones ilegales y secuestro;Balears, Illes;2022;0
Detenciones ilegales y secuestro;Balears, Illes;2021;1
Detenciones ilegales y secuestro;Balears, Illes;2020;0
Detenciones ilegales y secuestro;Balears, Illes;2019;0
Detenciones ilegales y secuestro;Balears, Illes;2018;3
Detenciones ilegales y secuestro;Balears, Illes;2017;0
Detenciones ilegales y secuestro;Balears, Illes;2016;0
Detenciones ilegales y secuestro;Balears, Illes;2015;1
Detenciones ilegales y secuestro;Balears, Illes;2014;1
Detenciones ilegales y secuestro;Balears, Illes;2013;0
Detenciones ilegales y secuestro;Balears, Illes;2012;0
Detenciones ilegales y secuestro;Balears, Illes;2011;0
Detenciones ilegales y secuestro;Canarias;2023;1
Detenciones ilegales y secuestro;Canarias;2022;1
Detenciones ilegales y secuestro;Canarias;2021;3
Detenciones ilegales y secuestro;Canarias;2020;0
Detenciones ilegales y secuestro;Canarias;2019;0
Detenciones ilegales y secuestro;Canarias;2018;0
Detenciones ilegales y secuestro;Canarias;2017;0
Detenciones ilegales y secuestro;Canarias;2016;2
Detenciones ilegales y secuestro;Canarias;2015;0
Detenciones ilegales y secuestro;Canarias;2014;0
